Quarter,Year,Data,CCG_Code,AT_CODE,Region_Code,Patient_Type,Band_1,Band_2,Band_3,Urgent_Occasional,Free___Arrest_of_Bleeding,Free___Bridge_Repairs,Free___Denture_Repair,Free___Prescription_Issue,Free___Removal_of_sutures,Total
Q1,2013/2014,Provisional,08W,Q71,Y56,Child,5978,9153,936,529.2,0,0,0,0,0,16596.2
Q1,2013/2014,Provisional,08W,Q71,Y56,Non-Paying Adult,3080,14061,23844,1689.6,0,1.2,30,0,0,42705.8
Q1,2013/2014,Provisional,08W,Q71,Y56,Paying Adult,5525,14286,11484,1502.4,0,2.4,60,0,1,32860.8
Q1,2013/2014,Provisional,08X,Q71,Y56,Child,6631,9192,1716,571.2,0,0,0,0,0,18110.2
Q1,2013/2014,Provisional,08X,Q71,Y56,Non-Paying Adult,3142,12135,30048,2197.2,0,0,36,0,0,47558.2
Q1,2013/2014,Provisional,08X,Q71,Y56,Paying Adult,8598,13827,14844,2238,2.4,0,70,0,5,39584.4
Q1,2013/2014,Provisional,08Y,Q71,Y56,Child,3181,6747,972,300,0,0,0,0,0,11200
Q1,2013/2014,Provisional,08Y,Q71,Y56,Non-Paying Adult,2279,10869,39564,1980,0,3.6,23,0,2,54720.6
Q1,2013/2014,Provisional,08Y,Q71,Y56,Paying Adult,4550,8679,11508,1562.4,0,2.4,34,0,1,26336.8
Q1,2013/2014,Provisional,09A,Q71,Y56,Child,1576,3537,564,220.8,0,0,0,0,0,5897.8
Q1,2013/2014,Provisional,09A,Q71,Y56,Non-Paying Adult,1115,6171,12996,974.4,0,2.4,15,0,0,21273.8
Q1,2013/2014,Provisional,09A,Q71,Y56,Paying Adult,4356,9150,7368,1866,1.2,1.2,23,0,5,22770.4
Q1,2013/2014,Provisional,09C,Q67,Y57,Child,4551,4671,852,436.8,0,0,0,0,0,10510.8
Q1,2013/2014,Provisional,09C,Q67,Y57,Non-Paying Adult,1678,4092,5616,913.2,0,1.2,12,0,1,12313.4
Q1,2013/2014,Provisional,09C,Q67,Y57,Paying Adult,6825,8454,4932,1459.2,0,3.6,51,0,1,21725.8
Q1,2013/2014,Provisional,09D,Q68,Y57,Child,8065,8907,1368,783.6,0,0,1,0,0,19124.6
Q1,2013/2014,Provisional,09D,Q68,Y57,Non-Paying Adult,3821,10806,21576,2359.2,0,3.6,30,0,0,38595.8
Q1,2013/2014,Provisional,09D,Q68,Y57,Paying Adult,12121,18141,16776,3570,0,4.8,93,0.75,10,50716.55
Q1,2013/2014,Provisional,09E,Q67,Y57,Child,7012,6357,384,588,0,0,0,0,0,14341
Q1,2013/2014,Provisional,09E,Q67,Y57,Non-Paying Adult,2742,6906,9888,1557.6,1.2,0,22,0,3,21119.8
Q1,2013/2014,Provisional,09E,Q67,Y57,Paying Adult,7513,12969,9396,2191.2,0,0,88,0,4,32161.2
Q1,2013/2014,Provisional,09F,Q68,Y57,Child,5362,5388,360,442.8,0,0,0,0,0,11552.8
Q1,2013/2014,Provisional,09F,Q68,Y57,Non-Paying Adult,2515,6102,10020,1358.4,0,1.2,21,0,0,20017.6
Q1,2013/2014,Provisional,09F,Q68,Y57,Paying Adult,9509,13512,11820,2229.6,0,1.2,86,0,1,37158.8
Q1,2013/2014,Provisional,09G,Q68,Y57,Child,15955,15387,1248,1155.6,1.2,0,0,0,1,33747.8
Q1,2013/2014,Provisional,09G,Q68,Y57,Non-Paying Adult,6284,15660,21948,2775.6,4.8,1.2,43,0,13,46729.6
Q1,2013/2014,Provisional,09G,Q68,Y57,Paying Adult,25396,37647,27120,5454,3.6,16.8,243,0,20,95900.4
Q1,2013/2014,Provisional,09H,Q68,Y57,Child,5206,6015,708,669.6,0,0,0,0,0,12598.6
Q1,2013/2014,Provisional,09H,Q68,Y57,Non-Paying Adult,1793,5571,12636,1486.8,0,0,16,0,4,21506.8
Q1,2013/2014,Provisional,09H,Q68,Y57,Paying Adult,5579,11091,10308,2816.4,0,3.6,66,0,6,29870
Q1,2013/2014,Provisional,09J,Q67,Y57,Child,7027,9135,948,710.4,0,0,0,0,0,17820.4
Q1,2013/2014,Provisional,09J,Q67,Y57,Non-Paying Adult,2209,8706,12084,1618.8,0,0,38,0,1,24656.8
Q1,2013/2014,Provisional,09J,Q67,Y57,Paying Adult,7766,16941,10248,2400,1.2,2.4,161,0,5,37524.6
Q1,2013/2014,Provisional,09L,Q68,Y57,Child,7189,6738,516,456,0,0,0,0,0,14899
Q1,2013/2014,Provisional,09L,Q68,Y57,Non-Paying Adult,1576,4104,6060,620.4,1.2,1.2,8,0,1,12371.8
Q1,2013/2014,Provisional,09L,Q68,Y57,Paying Adult,9568,14196,11064,2287.2,1.2,7.2,55,0,5,37183.6
Q1,2013/2014,Provisional,09N,Q68,Y57,Child,8501,6465,324,442.8,0,0,0,0,0,15732.8
Q1,2013/2014,Provisional,09N,Q68,Y57,Non-Paying Adult,1809,4776,5916,675.6,0,0,5,0,0,13181.6
Q1,2013/2014,Provisional,09N,Q68,Y57,Paying Adult,10253,13302,8508,2308.8,2.4,13.2,78,0,5,34470.4
Q1,2013/2014,Provisional,09P,Q68,Y57,Child,5856,6891,480,585.6,0,0,0,0,0,13812.6
Q1,2013/2014,Provisional,09P,Q68,Y57,Non-Paying Adult,3408,10743,14496,1534.8,2.4,1.2,38,0,2,30225.4
Q1,2013/2014,Provisional,09P,Q68,Y57,Paying Adult,11422,19689,13860,2404.8,3.6,0,190,0,5,47574.4
Q1,2013/2014,Provisional,09W,Q67,Y57,Child,9889,17322,1692,1885.2,0,0,1,0,0,30789.2
Q1,2013/2014,Provisional,09W,Q67,Y57,Non-Paying Adult,3206,13359,20364,4183.2,1.2,0,17,0,2,41132.4
Q1,2013/2014,Provisional,09W,Q67,Y57,Paying Adult,10563,22113,16332,6092.4,19.2,0,78,0,16,55213.6
Q1,2013/2014,Provisional,09X,Q68,Y57,Child,10916,10023,480,547.2,0,0,0,0,0,21966.2
Q1,2013/2014,Provisional,09X,Q68,Y57,Non-Paying Adult,2560,5952,6000,769.2,1.2,0,20,0,3,15305.4
Q1,2013/2014,Provisional,09X,Q68,Y57,Paying Adult,15295,24408,12756,3343.2,1.2,0,151,0,34,55988.4
Q1,2013/2014,Provisional,09Y,Q68,Y57,Child,12862,11037,936,698.4,0,0,0,0,0,25533.4
Q1,2013/2014,Provisional,09Y,Q68,Y57,Non-Paying Adult,3139,7626,10596,1388.4,0,0,9,0,0,22758.4
Q1,2013/2014,Provisional,09Y,Q68,Y57,Paying Adult,13616,19653,13668,3121.2,1.2,0,74,0,5,50138.4
Q1,2013/2014,Provisional,10A,Q67,Y57,Child,7107,6474,912,550.8,0,0,0,0,0,15043.8
Q1,2013/2014,Provisional,10A,Q67,Y57,Non-Paying Adult,3555,8385,14640,1459.2,0,1.2,45,0,1,28086.4
Q1,2013/2014,Provisional,10A,Q67,Y57,Paying Adult,11064,16266,12312,2170.8,0,3.6,116,0,1,41933.4
Q1,2013/2014,Provisional,10C,Q68,Y57,Child,3648,3582,288,262.8,0,0,0,0,0,7780.8
Q1,2013/2014,Provisional,10C,Q68,Y57,Non-Paying Adult,755,1998,4344,286.8,0,0,2,0,0,7385.8
Q1,2013/2014,Provisional,10C,Q68,Y57,Paying Adult,4246,6390,4944,824.4,0,0,6,0,0,16410.4
Q1,2013/2014,Provisional,10D,Q67,Y57,Child,3718,3810,444,366,0,0,0,0,0,8338
Q1,2013/2014,Provisional,10D,Q67,Y57,Non-Paying Adult,1585,4566,7632,889.2,0,0,10,0,0,14682.2
Q1,2013/2014,Provisional,10D,Q67,Y57,Paying Adult,4306,6561,4308,913.2,1.2,1.2,24,0,4,16118.6
Q1,2013/2014,Provisional,10E,Q67,Y57,Child,3650,4542,240,373.2,0,0,0,0,0,8805.2
Q1,2013/2014,Provisional,10E,Q67,Y57,Non-Paying Adult,2465,7509,8808,1336.8,0,0,43,0,0,20161.8
Q1,2013/2014,Provisional,10E,Q67,Y57,Paying Adult,6932,10740,6660,1260,0,2.4,96,0,3,25693.4
Q1,2013/2014,Provisional,10G,Q69,Y57,Child,5911,5343,720,354,0,0,0,0,0,12328
Q1,2013/2014,Provisional,10G,Q69,Y57,Non-Paying Adult,1364,3741,4680,637.2,0,0,11,0,0,10433.2
Q1,2013/2014,Provisional,10G,Q69,Y57,Paying Adult,7795,10911,5868,1879.2,0,0,63,0,1,26517.2
Q1,2013/2014,Provisional,10H,Q69,Y57,Child,11049,10719,1044,756,0,0,0,0,0,23568
Q1,2013/2014,Provisional,10H,Q69,Y57,Non-Paying Adult,2534,7872,12324,1444.8,1.2,0,9,0,1,24186
Q1,2013/2014,Provisional,10H,Q69,Y57,Paying Adult,11984,21474,14292,3242.4,0,10.8,33,0,6,51042.2
Q1,2013/2014,Provisional,10J,Q70,Y57,Child,8726,7428,948,613.2,0,0,0,0,0,17715.2
Q1,2013/2014,Provisional,10J,Q70,Y57,Non-Paying Adult,2139,5328,7176,998.4,0,0,10,0,1,15652.4
Q1,2013/2014,Provisional,10J,Q70,Y57,Paying Adult,11590,17049,9960,3102,2.4,4.8,60,0,5,41773.2
Q1,2013/2014,Provisional,10K,Q70,Y57,Child,7311,5673,408,710.4,0,0,0,0,0,14102.4
Q1,2013/2014,Provisional,10K,Q70,Y57,Non-Paying Adult,2481,5112,6756,1572,0,1.2,15,0,2,15939.2
Q1,2013/2014,Provisional,10K,Q70,Y57,Paying Adult,12248,15525,9336,3526.8,0,0,52,0,9,40696.8
Q1,2013/2014,Provisional,10L,Q70,Y57,Child,4684,4419,456,391.2,0,0,0,0,0,9950.2
Q1,2013/2014,Provisional,10L,Q70,Y57,Non-Paying Adult,2370,6642,8004,1192.8,0,2.4,13,0,1,18225.2
Q1,2013/2014,Provisional,10L,Q70,Y57,Paying Adult,7760,12189,7068,1920,0,21.6,80,0,2,29040.6
Q1,2013/2014,Provisional,10M,Q69,Y57,Child,4607,4029,444,302.4,0,0,0,0,0,9382.4
Q1,2013/2014,Provisional,10M,Q69,Y57,Non-Paying Adult,1178,3024,4032,592.8,0,1.2,6,0,2,8836
Q1,2013/2014,Provisional,10M,Q69,Y57,Paying Adult,6330,10320,5616,1569.6,0,7.2,26,0,2,23870.8
Q1,2013/2014,Provisional,10N,Q69,Y57,Child,2689,2322,120,182.4,0,0,0,0,0,5313.4
Q1,2013/2014,Provisional,10N,Q69,Y57,Non-Paying Adult,334,906,2352,195.6,0,0,0,0,2,3789.6
Q1,2013/2014,Provisional,10N,Q69,Y57,Paying Adult,1689,3078,2856,541.2,0,0,3,0,4,8171.2
Q1,2013/2014,Provisional,10Q,Q69,Y57,Child,26077,27480,2400,2168.4,0,0,0,0,1,58126.4
Q1,2013/2014,Provisional,10Q,Q69,Y57,Non-Paying Adult,6419,20652,23172,3900,1.2,1.2,47,0,3,54195.4
Q1,2013/2014,Provisional,10Q,Q69,Y57,Paying Adult,35044,61335,33156,10304.4,0,6,319,0,25,140189.4
Q1,2013/2014,Provisional,10R,Q70,Y57,Child,7580,8151,792,525.6,0,0,0,0,0,17048.6
Q1,2013/2014,Provisional,10R,Q70,Y57,Non-Paying Adult,3529,10413,13968,1486.8,0,0,22,0,4,29422.8
Q1,2013/2014,Provisional,10R,Q70,Y57,Paying Adult,11979,17211,10488,2434.8,3.6,1.2,79,0,0,42196.6
Q1,2013/2014,Provisional,10T,Q69,Y57,Child,3980,7677,972,714,0,0,0,0,0,13343
Q1,2013/2014,Provisional,10T,Q69,Y57,Non-Paying Adult,1372,6957,12492,1850.4,0,0,6,0,0,22677.4
Q1,2013/2014,Provisional,10T,Q69,Y57,Paying Adult,2812,7239,6072,1879.2,0,0,44,0,3,18049.2
Q1,2013/2014,Provisional,10V,Q70,Y57,Child,7728,5217,480,520.8,0,0,1,0,0,13946.8
Q1,2013/2014,Provisional,10V,Q70,Y57,Non-Paying Adult,2854,6129,8856,1086,0,0,21,0,1,18947
Q1,2013/2014,Provisional,10V,Q70,Y57,Paying Adult,10218,13983,9576,2104.8,0,1.2,65,0,1,35949
Q1,2013/2014,Provisional,10W,Q69,Y57,Child,5096,5205,480,378,0,0,0,0,0,11159
Q1,2013/2014,Provisional,10W,Q69,Y57,Non-Paying Adult,1742,5406,7404,966,0,0,16,0,0,15534
Q1,2013/2014,Provisional,10W,Q69,Y57,Paying Adult,5992,9354,5844,1333.2,0,0,70,0,0,22593.2
Q1,2013/2014,Provisional,10X,Q70,Y57,Child,6515,9903,576,741.6,1.2,0,2,0,0,17738.8
Q1,2013/2014,Provisional,10X,Q70,Y57,Non-Paying Adult,3955,11535,13704,2152.8,1.2,0,63,0,9,31420
Q1,2013/2014,Provisional,10X,Q70,Y57,Paying Adult,8963,18597,11604,3048,0,1.2,157,0,24,42394.2
Q1,2013/2014,Provisional,10Y,Q69,Y57,Child,7430,5883,528,554.4,0,0,0,0,0,14395.4
Q1,2013/2014,Provisional,10Y,Q69,Y57,Non-Paying Adult,1863,4485,5424,978,0,0,10,0,0,12760
Q1,2013/2014,Provisional,10Y,Q69,Y57,Paying Adult,7901,11250,7548,1852.8,0,0,56,0,1,28608.8
Q1,2013/2014,Provisional,11A,Q70,Y57,Child,22483,16554,1068,1351.2,0,1.2,3,0,1,41461.4
Q1,2013/2014,Provisional,11A,Q70,Y57,Non-Paying Adult,6569,14601,13932,2166,0,1.2,60,0,1,37330.2
Q1,2013/2014,Provisional,11A,Q70,Y57,Paying Adult,38769,50130,25872,6108,0,10.8,443,0,3,121335.8
Q1,2013/2014,Provisional,11C,Q69,Y57,Child,4631,3876,240,310.8,0,0,0,0,0,9057.8
Q1,2013/2014,Provisional,11C,Q69,Y57,Non-Paying Adult,956,3072,4392,500.4,0,0,6,0,0,8926.4
Q1,2013/2014,Provisional,11C,Q69,Y57,Paying Adult,4830,8841,5616,1227.6,1.2,0,7,0,1,20523.8
Q1,2013/2014,Provisional,11D,Q69,Y57,Child,5524,4404,444,302.4,0,0,2,0,0,10676.4
Q1,2013/2014,Provisional,11D,Q69,Y57,Non-Paying Adult,889,2688,4524,345.6,0,0,7,0,0,8453.6
Q1,2013/2014,Provisional,11D,Q69,Y57,Paying Adult,7387,12093,7512,1422,0,0,52,0,4,28470
Q1,2013/2014,Provisional,11E,Q64,Y57,Child,7552,7080,420,426,0,0,1,0,0,15479
Q1,2013/2014,Provisional,11E,Q64,Y57,Non-Paying Adult,2627,7260,7380,832.8,0,0,9,0,3,18111.8
Q1,2013/2014,Provisional,11E,Q64,Y57,Paying Adult,13034,18426,9348,2294.4,1.2,6,79,0,4,43192.6
Q1,2013/2014,Provisional,11H,Q65,Y57,Child,16720,19422,1620,1434,0,0,1,0,1,39198
Q1,2013/2014,Provisional,11H,Q65,Y57,Non-Paying Adult,8395,25350,33504,3802.8,0,2.4,38,0,7,71099.2
Q1,2013/2014,Provisional,11H,Q65,Y57,Paying Adult,27024,39546,22968,5138.4,4.8,10.8,160,0,16,94868
Q1,2013/2014,Provisional,11J,Q70,Y57,Child,26654,22830,1764,1783.2,1.2,0,1,0,2,53035.4
Q1,2013/2014,Provisional,11J,Q70,Y57,Non-Paying Adult,12212,28677,32736,4281.6,1.2,2.4,123,0,7,78040.2
Q1,2013/2014,Provisional,11J,Q70,Y57,Paying Adult,51539,76617,42960,8568,4.8,21.6,573,0,25,180308.4
Q1,2013/2014,Provisional,11M,Q64,Y57,Child,22056,22389,2088,1848,0,0,2,0,0,48383
Q1,2013/2014,Provisional,11M,Q64,Y57,Non-Paying Adult,7631,21381,25008,3464.4,1.2,1.2,65,0,1,57552.8
Q1,2013/2014,Provisional,11M,Q64,Y57,Paying Adult,28739,47577,25560,6554.4,1.2,10.8,313,0,21,108776.4
Q1,2013/2014,Provisional,11N,Q66,Y57,Child,18674,19311,1464,1534.8,0,0,0,0,0,40983.8
Q1,2013/2014,Provisional,11N,Q66,Y57,Non-Paying Adult,8815,24483,27732,4478.4,0,1.2,95,0,3,65607.6
Q1,2013/2014,Provisional,11N,Q66,Y57,Paying Adult,29050,48702,28044,8001.6,2.4,16.8,481,0,5,114302.8
Q1,2013/2014,Provisional,11T,Q65,Y57,Child,8451,7977,888,523.2,0,0,2,0,0,17841.2
Q1,2013/2014,Provisional,11T,Q65,Y57,Non-Paying Adult,2822,9327,10860,1324.8,0,0,74,0,3,24410.8
Q1,2013/2014,Provisional,11T,Q65,Y57,Paying Adult,12759,21867,11208,2307.6,1.2,1.2,254,0,14,48412
Q1,2013/2014,Provisional,11X,Q65,Y57,Child,19635,21501,1416,1393.2,1.2,0,1,0,1,43948.4
Q1,2013/2014,Provisional,11X,Q65,Y57,Non-Paying Adult,7899,23685,25284,3109.2,0,0,101,0,8,60086.2
Q1,2013/2014,Provisional,11X,Q65,Y57,Paying Adult,33483,63327,36384,7042.8,6,4.8,596,0,31,140874.6
Q1,2013/2014,Provisional,12A,Q65,Y57,Child,10020,8577,756,621.6,0,0,0,0,0,19974.6
Q1,2013/2014,Provisional,12A,Q65,Y57,Non-Paying Adult,3138,7086,7332,922.8,0,0,24,0,1,18503.8
Q1,2013/2014,Provisional,12A,Q65,Y57,Paying Adult,20816,30483,12972,3477.6,1.2,7.2,204,0,15,67976
Q1,2013/2014,Provisional,12D,Q64,Y57,Child,7170,7623,912,396,0,0,0,0,0,16101
Q1,2013/2014,Provisional,12D,Q64,Y57,Non-Paying Adult,2754,7764,9924,800.4,1.2,0,16,0,0,21259.6
Q1,2013/2014,Provisional,12D,Q64,Y57,Paying Adult,11423,17142,9024,1390.8,0,0,59,0,3,39041.8
Q1,2013/2014,Provisional,12F,Q44,Y54,Child,11160,13395,864,1356,0,0,1,0,0,26776
Q1,2013/2014,Provisional,12F,Q44,Y54,Non-Paying Adult,5418,19191,23268,3204,1.2,4.8,157,0.75,11,51255.75
Q1,2013/2014,Provisional,12F,Q44,Y54,Paying Adult,17559,34662,22176,4634.4,7.2,18,451,0,8,79515.6
Q1,2013/2014,Provisional,13P,Q54,Y55,Child,21536,31848,3228,1984.8,0,0,2,0,0,58598.8
Q1,2013/2014,Provisional,13P,Q54,Y55,Non-Paying Adult,11300,42270,67368,7075.2,2.4,1.2,160,0,6,128182.8
Q1,2013/2014,Provisional,13P,Q54,Y55,Paying Adult,23323,37776,30852,4275.6,13.2,10.8,338,0,3,96591.6
Q1,2013/2014,Provisional,99A,Q48,Y54,Child,13286,18561,1992,1963.2,0,0,0,0,0,35802.2
Q1,2013/2014,Provisional,99A,Q48,Y54,Non-Paying Adult,8337,33453,57036,7148.4,0,10.8,240,0,4,106229.2
Q1,2013/2014,Provisional,99A,Q48,Y54,Paying Adult,12955,26886,22080,5370,1.2,61.2,321,0,9,67683.4
Q1,2013/2014,Provisional,99C,Q49,Y54,Child,7351,7203,960,417.6,0,0,0,0,0,15931.6
Q1,2013/2014,Provisional,99C,Q49,Y54,Non-Paying Adult,3767,10917,16452,1266,0,0,55,0,0,32457
Q1,2013/2014,Provisional,99C,Q49,Y54,Paying Adult,11879,19443,12516,1591.2,4.8,3.6,178,0,1,45616.6
Q1,2013/2014,Provisional,99D,Q59,Y55,Child,5614,4329,540,354,0,0,0,0,2,10839
Q1,2013/2014,Provisional,99D,Q59,Y55,Non-Paying Adult,2012,4131,3960,769.2,0,0,15,0,5,10892.2
Q1,2013/2014,Provisional,99D,Q59,Y55,Paying Adult,12163,12690,6600,2229.6,0,8.4,102,0,5,33798
Q1,2013/2014,Provisional,99E,Q57,Y55,Child,8926,10164,1452,624,0,0,0,0,0,21166
Q1,2013/2014,Provisional,99E,Q57,Y55,Non-Paying Adult,3335,9534,16368,1230,1.2,3.6,45,0,3,30519.8
Q1,2013/2014,Provisional,99E,Q57,Y55,Paying Adult,13349,22566,18612,2937.6,0,2.4,117,0,7,57591
Q1,2013/2014,Provisional,99F,Q57,Y55,Child,4772,5559,696,268.8,0,0,0,0,0,11295.8
Q1,2013/2014,Provisional,99F,Q57,Y55,Non-Paying Adult,1705,4398,7536,525.6,0,1.2,13,0,0,14178.8
Q1,2013/2014,Provisional,99F,Q57,Y55,Paying Adult,8293,13248,10692,1245.6,0,8.4,61,0,1,33549
Q1,2013/2014,Provisional,99G,Q57,Y55,Child,5708,6603,1500,501.6,0,0,0,0,0,14312.6
Q1,2013/2014,Provisional,99G,Q57,Y55,Non-Paying Adult,2552,8814,16596,1545.6,0,0,12,0,1,29520.6
Q1,2013/2014,Provisional,99G,Q57,Y55,Paying Adult,9170,16317,11424,2031.6,0,4.8,63,0.75,1,39012.15
Q1,2013/2014,Provisional,99H,Q68,Y57,Child,9854,7611,804,518.4,1.2,0,0,0,0,18788.6
Q1,2013/2014,Provisional,99H,Q68,Y57,Non-Paying Adult,2152,5580,8136,753.6,0,0,6,0,0,16627.6
Q1,2013/2014,Provisional,99H,Q68,Y57,Paying Adult,13084,18447,12456,2611.2,0,1.2,82,0,3,46684.4
Q1,2013/2014,Provisional,99J,Q67,Y57,Child,17653,15387,1332,969.6,0,0,0,0,0,35341.6
Q1,2013/2014,Provisional,99J,Q67,Y57,Non-Paying Adult,4779,12318,14376,1807.2,0,1.2,35,0.75,2,33319.15
Q1,2013/2014,Provisional,99J,Q67,Y57,Paying Adult,18755,27480,16452,3745.2,1.2,6,157,0,6,66602.4
Q1,2013/2014,Provisional,99K,Q68,Y57,Child,5109,6171,588,546,0,0,0,0,0,12414
Q1,2013/2014,Provisional,99K,Q68,Y57,Non-Paying Adult,1731,5493,9132,1233.6,1.2,0,13,0,1,17604.8
Q1,2013/2014,Provisional,99K,Q68,Y57,Paying Adult,8998,14943,12756,2920.8,0,2.4,82,0.75,10,39712.95
Q1,2013/2014,Provisional,99M,Q70,Y57,Child,7127,6783,648,543.6,0,0,0,0,0,15101.6
Q1,2013/2014,Provisional,99M,Q70,Y57,Non-Paying Adult,2119,5244,9048,1198.8,0,0,7,0,0,17616.8
Q1,2013/2014,Provisional,99M,Q70,Y57,Paying Adult,12072,17529,12588,2499.6,0,1.2,59,0,3,44751.8
Q1,2013/2014,Provisional,99N,Q64,Y57,Child,16763,14379,1500,1388.4,0,0,1,0,0,34031.4
Q1,2013/2014,Provisional,99N,Q64,Y57,Non-Paying Adult,5221,12882,14736,2936.4,0,2.4,36,0,6,35819.8
Q1,2013/2014,Provisional,99N,Q64,Y57,Paying Adult,25038,38766,22788,5796,0,14.4,171,0,27,92600.4
Q1,2013/2014,Provisional,99P,Q66,Y57,Child,31666,31194,1956,2546.4,0,0,3,0,1,67366.4
Q1,2013/2014,Provisional,99P,Q66,Y57,Non-Paying Adult,14341,37134,37284,6895.2,0,2.4,147,0,4,95807.6
Q1,2013/2014,Provisional,99P,Q66,Y57,Paying Adult,50123,87102,48660,12742.8,4.8,24,825,0,32,199513.6
Q1,2013/2014,Provisional,99Q,Q66,Y57,Child,10343,11148,540,796.8,0,0,0,0,1,22828.8
Q1,2013/2014,Provisional,99Q,Q66,Y57,Non-Paying Adult,6486,15345,15288,2192.4,0,0,107,0,2,39420.4
Q1,2013/2014,Provisional,99Q,Q66,Y57,Paying Adult,18333,29211,15888,3561.6,0,0,290,0,4,67287.6
Q1,2013/2014,Provisional,UnA,Q45,Y54,Child,201,375,24,16.8,0,0,0,0,0,616.8
Q1,2013/2014,Provisional,UnA,Q45,Y54,Non-Paying Adult,61,315,168,36,0,0,1,0,0,581
Q1,2013/2014,Provisional,UnA,Q45,Y54,Paying Adult,538,1119,564,108,0,0,7,0,0,2336
Q1,2013/2014,Provisional,UnA,Q46,Y54,Child,609,813,72,46.8,0,0,0,0,0,1540.8
Q1,2013/2014,Provisional,UnA,Q46,Y54,Non-Paying Adult,239,1164,1188,146.4,0,0,2,0,0,2739.4
Q1,2013/2014,Provisional,UnA,Q46,Y54,Paying Adult,738,1323,840,163.2,0,0,5,0.75,0,3069.95
Q1,2013/2014,Provisional,UnA,Q47,Y54,Child,332,189,36,27.6,0,0,0,0,0,584.6
Q1,2013/2014,Provisional,UnA,Q47,Y54,Non-Paying Adult,32,165,108,20.4,0,0,0,0,0,325.4
Q1,2013/2014,Provisional,UnA,Q47,Y54,Paying Adult,13,45,48,13.2,0,0,5,0,0,124.2
Q1,2013/2014,Provisional,UnA,Q71,Y56,Child,53,171,12,16.8,0,0,0,0,0,252.8
Q1,2013/2014,Provisional,UnA,Q71,Y56,Non-Paying Adult,33,237,828,57.6,0,0,0,0,0,1155.6
Q1,2013/2014,Provisional,UnA,Q71,Y56,Paying Adult,79,234,384,94.8,0,0,0,0,0,791.8
Q1,2013/2014,Provisional,UnA,Q64,Y57,Child,361,336,0,28.8,0,0,0,0,0,725.8
Q1,2013/2014,Provisional,UnA,Q64,Y57,Non-Paying Adult,131,546,564,99.6,0,0,0,0,0,1340.6
Q1,2013/2014,Provisional,UnA,Q64,Y57,Paying Adult,599,699,288,156,0,0,2,0,0,1744
Q1,2013/2014,Provisional,UnA,Q70,Y57,Child,35,24,0,7.2,0,0,0,0,0,66.2
Q1,2013/2014,Provisional,UnA,Q70,Y57,Non-Paying Adult,9,57,48,14.4,0,0,0,0,0,128.4
Q1,2013/2014,Provisional,UnA,Q70,Y57,Paying Adult,37,90,24,39.6,0,0,2,0,0,192.6
Q2,2013/2014,Provisional,00C,Q45,Y54,Child,4585,4791,324,343.2,0,0,0,0,0,10043.2
Q2,2013/2014,Provisional,00C,Q45,Y54,Non-Paying Adult,2069,5772,6480,907.2,0,0,34,0,0,15262.2
Q2,2013/2014,Provisional,00C,Q45,Y54,Paying Adult,6923,10011,6012,1261.2,0,4.8,147,0,0,24359
Q2,2013/2014,Provisional,00D,Q45,Y54,Child,8665,9339,1092,822,0,0,1,0,0,19919
Q2,2013/2014,Provisional,00D,Q45,Y54,Non-Paying Adult,4524,14592,22716,2737.2,0,2.4,106,0,1,44678.6
Q2,2013/2014,Provisional,00D,Q45,Y54,Paying Adult,12891,22101,15564,3186,1.2,1.2,411,0,6,54161.4
Q2,2013/2014,Provisional,00F,Q49,Y54,Child,7081,6822,804,370.8,0,0,1,0,0,15078.8
Q2,2013/2014,Provisional,00F,Q49,Y54,Non-Paying Adult,3605,11091,19140,1446,0,4.8,81,0,1,35368.8
Q2,2013/2014,Provisional,00F,Q49,Y54,Paying Adult,11902,18783,13248,1549.2,0,15.6,210,0,0,45707.8
Q2,2013/2014,Provisional,00G,Q49,Y54,Child,4330,4827,456,255.6,0,0,0,0,0,9868.6
Q2,2013/2014,Provisional,00G,Q49,Y54,Non-Paying Adult,2382,8121,13008,1105.2,1.2,1.2,36,0,0,24654.6
Q2,2013/2014,Provisional,00G,Q49,Y54,Paying Adult,7964,11685,9036,1482,0,12,76,0,2,30257
Q2,2013/2014,Provisional,00H,Q49,Y54,Child,4677,5250,552,507.6,0,0,0,0,0,10986.6
Q2,2013/2014,Provisional,00H,Q49,Y54,Non-Paying Adult,2755,8502,14904,2158.8,0,3.6,35,0,2,28360.4
Q2,2013/2014,Provisional,00H,Q49,Y54,Paying Adult,7264,11394,8712,2218.8,1.2,8.4,115,0,1,29714.4
Q2,2013/2014,Provisional,00J,Q45,Y54,Child,7052,8256,900,738,0,0,0,0,0,16946
Q2,2013/2014,Provisional,00J,Q45,Y54,Non-Paying Adult,3911,10377,15468,2002.8,0,2.4,71,0,1,31833.2
Q2,2013/2014,Provisional,00J,Q45,Y54,Paying Adult,12130,20745,12672,3186,0,16.8,222,0,1,48972.8
Q2,2013/2014,Provisional,00K,Q45,Y54,Child,11252,14010,1776,782.4,0,0,1,0,0,27821.4
Q2,2013/2014,Provisional,00K,Q45,Y54,Non-Paying Adult,5743,15492,27924,2569.2,0,6,108,0,3,51845.2
Q2,2013/2014,Provisional,00K,Q45,Y54,Paying Adult,16430,26673,21576,2583.6,1.2,1.2,383,0,5,67653
Q2,2013/2014,Provisional,00L,Q49,Y54,Child,11257,10539,1404,823.2,0,1.2,1,0,0,24025.4
